Samples	EnvirTypes	ace	chao1	shannon	simpson	goods_coverage	observed_otus	BioProject	SRA_Study	Depth	Lat	Long	OTUhits	OTUs	percentOTUs	Readshit	Reads	percentReads	percentSize
ERR1844723	NSS	5425.948798	5183.93633	10.18096702	0.996442559	0.848022207	2906	PRJEB19499	ERP021544	0	9.152966703	-79.75312882	57	593	0.09612	985	9884	0.09966	10
ERR1844726	NSS	3727.28768	3604.139037	9.214759732	0.99409499	0.897304236	2060	PRJEB19499	ERP021544	0	9.135323364	-79.88968474	37	470	0.07872	691	9967	0.06933	7
ERR1844727	NSS	4927.727975	4714.517354	9.774525503	0.993615736	0.864109426	2589	PRJEB19499	ERP021544	0	9.198266411	-79.78027526	69	572	0.12063	1049	9957	0.10535	13
ERR1844731	NSS	5049.786007	4851.750853	10.49014103	0.998174503	0.856266693	2979	PRJEB19499	ERP021544	0	9.116534863	-79.68046582	83	757	0.10964	1038	9937	0.10446	13
ERR1844733	NSS	3036.434889	2944.477612	8.8856322	0.993778807	0.919096428	1648	PRJEB19499	ERP021544	0	9.071731072	-79.79890753	14	436	0.03211	247	9948	0.02483	4
ERR1844735	NSS	3548.097762	3420.235872	9.420759496	0.994338921	0.901556459	2128	PRJEB19499	ERP021544	0	9.080259764	-79.65330477	41	567	0.07231	390	9967	0.03913	7
ERR1844964	NSS	1960.026098	2036.129555	9.011036622	0.99408152	0.950780787	1493	PRJEB19500	ERP021545	0	0.1075	34.523	36	650	0.05538	354	10060	0.03519	7
ERR1844967	NSS	1851.834116	1965.002137	9.070486612	0.994213523	0.955093966	1458	PRJEB19500	ERP021545	0	0.0929	34.479	35	701	0.04993	213	10082	0.02113	4
ERR1844983	NSS	3649.802375	3539.432635	8.840987266	0.989382562	0.899850672	1942	PRJEB19500	ERP021545	0	0.0921	34.481	14	436	0.03211	376	9930	0.03787	7
ERR1844987	NSS	3345.669326	3187.943128	9.277256353	0.993861919	0.90592681	2048	PRJEB19500	ERP021545	0	0.1204	34.518	26	574	0.0453	462	9975	0.04632	7
ERR1844993	NSS	3451.607464	3502.783937	10.16351788	0.997995261	0.905101535	2382	PRJEB19500	ERP021545	0	0.1146	34.521	53	796	0.06658	525	9993	0.05254	7
ERR1845002	NSS	3686.885768	3473.184564	9.479192263	0.994712521	0.897993476	2208	PRJEB19500	ERP021545	0	0.1015	34.511	67	555	0.12072	1094	9991	0.1095	13
ERR1864800	NSS	2289.358191	2329.1025	8.273898437	0.990862544	0.939892315	1321	PRJEB19798	ERP021864	0	-78.07	163.765	13	324	0.04012	150	10196	0.01471	4
ERR1864803	NSS	1988.27723	2014.453125	7.765369803	0.981913663	0.948702888	1104	PRJEB19798	ERP021864	0	-78.073	163.718	6	295	0.02034	79	10198	0.00775	2
ERR1896637	NSW	643.3607603	719.8474576	6.967118544	0.972036302	0.98745701	547	PRJEB20123	ERP022245	0	53.167	13.033	1	299	0.00334	19	10178	0.00187	2
ERR1896641	NSW	690.1558651	730.6910112	7.005951876	0.975574721	0.986846009	593	PRJEB20123	ERP022245	0	53.167	13.033	8	315	0.0254	279	10193	0.02737	4
ERR1896643	NSW	690.8295028	758.3061224	6.393984376	0.975691747	0.984156479	415	PRJEB20123	ERP022245	0	53.167	13.033	1	171	0.00585	8	10186	0.00079	0
ERR1896659	NSW	690.8341094	765	6.210691074	0.964374487	0.983160368	451	PRJEB20123	ERP022245	0	53.167	13.033	1	179	0.00559	2	10206	2e-04	0
ERR1896665	NSW	522.8378189	589.8474576	6.038403301	0.937819702	0.990121964	453	PRJEB20123	ERP022245	0	53.167	13.033	2	239	0.00837	50	10189	0.00491	2
ERR1896670	NSW	544.7923769	587.5803571	6.781629953	0.981283892	0.988236457	418	PRJEB20123	ERP022245	0	53.167	13.033	1	206	0.00485	19	10201	0.00186	2
ERR1896688	NSW	503.5087712	548.0116279	6.753607044	0.970620549	0.991874752	446	PRJEB20123	ERP022245	0	53.167	13.033	2	276	0.00725	26	10227	0.00254	2
ERR1896691	NSW	579.695668	662.25	6.612541087	0.959160381	0.989351115	502	PRJEB20123	ERP022245	0	53.167	13.033	4	287	0.01394	34	10185	0.00334	2
ERR1896696	NSW	530.5164323	588.7192982	6.512382614	0.942097136	0.991060667	465	PRJEB20123	ERP022245	0	53.167	13.033	5	261	0.01916	92	10204	0.00902	2
ERR1896715	NSW	793.5543372	860.673913	7.04433496	0.963201085	0.985205918	698	PRJEB20123	ERP022245	0	53.167	13.033	7	373	0.01877	90	10173	0.00885	2
ERR1896746	NSW	1009.537213	1048.337963	7.816820614	0.979692136	0.980594832	865	PRJEB20123	ERP022245	0	53.517	12.7	0	321	0	0	10188	0	0
ERR1896748	NSW	779.8860323	801.5641026	7.310511403	0.986400454	0.983112066	598	PRJEB20123	ERP022245	0	53.333	13.433	0	229	0	0	10222	0	0
ERR1896764	NSW	994.5661028	1082.122093	7.826987332	0.979327804	0.979812756	833	PRJEB20123	ERP022245	0	53.517	12.7	0	297	0	0	10205	0	0
ERR1896774	NSW	1084.166657	1154.46729	8.099286558	0.98525254	0.978156997	920	PRJEB20123	ERP022245	0	53.517	12.7	0	339	0	0	10205	0	0
ERR1896788	NSW	750.8341917	789.2368421	6.980410158	0.956529668	0.98472535	617	PRJEB20123	ERP022245	0	53.333	13.433	0	251	0	0	10155	0	0
ERR1896811	NSW	786.6583325	841.24	7.755555052	0.989747866	0.984922655	672	PRJEB20123	ERP022245	0	53.517	12.7	0	257	0	0	10200	0	0
ERR1896849	NSW	616.808121	659.4083333	6.519851535	0.959002476	0.987277354	504	PRJEB20123	ERP022245	0	53.517	12.7	0	203	0	0	10196	0	0
ERR1896859	NSW	836.089517	955.9411765	6.247685056	0.962514339	0.97851982	581	PRJEB20123	ERP022245	0	53.517	12.7	0	173	0	0	10154	0	0
ERR1896871	NSW	628.3979721	643.2213115	6.19157574	0.967083065	0.985410751	420	PRJEB20123	ERP022245	0	53.333	13.467	2	171	0.0117	104	10176	0.01022	4
ERR1896872	NSW	1067.769924	1216.532895	6.066734264	0.940164386	0.972314942	624	PRJEB20123	ERP022245	0	53.333	13.467	5	198	0.02525	134	10181	0.01316	4
ERR1896875	NSW	1053.326285	1134.372549	7.93459737	0.982039856	0.97796197	884	PRJEB20123	ERP022245	0	53.517	12.7	0	332	0	0	10207	0	0
ERR1896876	NSW	966.7242202	1002.267544	6.513339588	0.949137243	0.976351683	729	PRJEB20123	ERP022245	0	53.517	12.7	0	187	0	0	10106	0	0
ERR1896883	NSW	986.3599324	1051.14881	6.932150452	0.977923614	0.975691041	640	PRJEB20123	ERP022245	0	53.333	13.467	3	240	0.0125	19	10186	0.00187	2
ERR1896885	NSW	956.164059	1044.032787	6.501577677	0.969359226	0.976439535	538	PRJEB20123	ERP022245	0	53.333	13.467	0	181	0	0	10160	0	0
ERR1896891	NSW	1119.986923	1162.840909	6.963814596	0.97757033	0.971647209	715	PRJEB20123	ERP022245	0	53.333	13.467	3	239	0.01255	45	10090	0.00446	2
ERR1896911	NSW	986.5520129	1019.363208	7.969221304	0.98314639	0.980981176	840	PRJEB20123	ERP022245	0	53.517	12.7	0	320	0	0	10205	0	0
ERR1896914	NSW	646.5160646	650.0073529	6.06292988	0.960626627	0.984744768	422	PRJEB20123	ERP022245	0	53.333	13.467	3	159	0.01887	39	10201	0.00382	2
ERR1896918	NSW	1053.879076	1089.792929	6.983417213	0.979595806	0.973787167	673	PRJEB20123	ERP022245	0	53.333	13.467	3	248	0.0121	17	10128	0.00168	2
ERR1896926	NSW	923.9304283	918.245	6.754418895	0.976470086	0.977112676	608	PRJEB20123	ERP022245	0	53.333	13.467	1	215	0.00465	7	10165	0.00069	0
ERR1896944	NSW	666.6783025	706.5327869	5.500384948	0.945051661	0.983070751	411	PRJEB20123	ERP022245	0	53.333	13.467	0	150	0	0	10186	0	0
ERR1896950	NSW	1481.890966	1503.177536	7.223990751	0.979964727	0.960639482	865	PRJEB20123	ERP022245	0	53.333	13.467	2	268	0.00746	44	10112	0.00435	2
ERR1896956	NSW	942.2405489	1111.4	6.573752685	0.974200475	0.975719601	581	PRJEB20123	ERP022245	0	53.333	13.467	0	189	0	0	10138	0	0
ERR1896981	NSW	863.1466694	924.3287671	6.844444967	0.980617802	0.978966934	541	PRJEB20123	ERP022245	0	53.333	13.467	2	198	0.0101	71	10143	0.007	2
ERR1896982	NSW	669.8998783	734.3516484	7.163520648	0.982911073	0.986485124	558	PRJEB20123	ERP022245	0	53.333	13.467	3	255	0.01176	20	10140	0.00197	2
ERR1896987	NSW	545.6857819	608.2083333	6.267484662	0.965175045	0.987504919	403	PRJEB20123	ERP022245	0	53.333	13.467	1	178	0.00562	7	10183	0.00069	0
ERR1896991	NSW	1995.72458	1893.102564	6.557453155	0.948731176	0.94530858	1054	PRJEB20123	ERP022245	0	53.333	13.467	5	225	0.02222	99	10054	0.00985	2
ERR1897028	NSW	834.290218	909.8828125	5.4643728	0.938474083	0.97849038	470	PRJEB20123	ERP022245	0	53.167	13.033	8	158	0.05063	190	10167	0.01869	4
ERR1897031	NSW	1903.776324	1857.140805	7.823781608	0.988399466	0.950935961	1065	PRJEB20123	ERP022245	0	53.167	13.033	13	328	0.03963	326	10140	0.03215	7
ERR1897053	NSW	648.8711451	605.6071429	6.492644023	0.977109319	0.985427873	420	PRJEB20123	ERP022245	0	53.167	13.033	0	179	0	0	10216	0	0
ERR1897056	NSW	773.4507201	784.2462687	6.778750441	0.982306774	0.981807512	499	PRJEB20123	ERP022245	0	53.167	13.033	0	195	0	0	10161	0	0
ERR1897057	NSW	1465.513731	1447.54878	6.685829725	0.949793967	0.960621352	887	PRJEB20123	ERP022245	0	53.167	13.033	5	252	0.01984	55	10111	0.00544	2
ERR1897066	NSW	1430.423022	1476.099379	7.853574604	0.989664385	0.962999702	953	PRJEB20123	ERP022245	0	53.167	13.033	8	342	0.02339	149	10132	0.01471	4
ERR1897077	NSW	593.5367955	634.745614	5.929705026	0.955445342	0.985710091	405	PRJEB20123	ERP022245	0	53.167	13.033	1	166	0.00602	6	10203	0.00059	0
ERR1897082	NSW	812.5042266	835.8876404	6.466393347	0.972900369	0.977132806	519	PRJEB20123	ERP022245	0	53.167	13.033	3	175	0.01714	203	10175	0.01995	4
ERR1897092	NSW	1041.631032	1027.13587	6.464647241	0.961086873	0.974599453	614	PRJEB20123	ERP022245	0	53.167	13.033	2	221	0.00905	90	10158	0.00886	2
ERR1897105	NSW	1452.971686	1561.988372	6.843710509	0.97012488	0.960109622	835	PRJEB20123	ERP022245	0	53.167	13.033	4	234	0.01709	41	10108	0.00406	2
ERR1897120	NSW	879.2433711	844.8450704	6.157984186	0.957979942	0.978852555	492	PRJEB20123	ERP022245	0	53.167	13.033	1	169	0.00592	16	10179	0.00157	2
ERR1897123	NSW	645.7261213	718.6764706	6.307649333	0.976259638	0.9840898	424	PRJEB20123	ERP022245	0	53.167	13.033	1	166	0.00602	13	10200	0.00127	2
ERR1897125	NSW	1014.499338	1040.160256	6.479964226	0.966510266	0.97476279	575	PRJEB20123	ERP022245	0	53.167	13.033	1	205	0.00488	7	10137	0.00069	0
ERR1897138	NSW	525.9142648	533.1470588	6.217221716	0.974525759	0.987606129	365	PRJEB20123	ERP022245	0	53.167	13.033	0	154	0	0	10225	0	0
ERR1897139	NSW	1218.625433	1413.901316	7.003234788	0.979390746	0.969027846	707	PRJEB20123	ERP022245	0	53.167	13.033	2	259	0.00772	15	10116	0.00148	2
ERR1897145	NSW	584.7395497	605.3490566	6.345731807	0.975542323	0.986241218	402	PRJEB20123	ERP022245	0	53.167	13.033	1	165	0.00606	15	10222	0.00147	2
ERR1897154	NSW	747.0585373	813.0069444	6.940596655	0.984663688	0.982186552	514	PRJEB20123	ERP022245	0	53.167	13.033	2	207	0.00966	20	10164	0.00197	2
ERR1897162	NSW	616.7681331	678.1184211	6.46734154	0.979327516	0.986140933	378	PRJEB20123	ERP022245	0	53.167	13.033	2	166	0.01205	16	10213	0.00157	2
ERR1897171	NSW	461.2857527	472.3478261	5.920256358	0.962427817	0.989748096	326	PRJEB20123	ERP022245	0	53.167	13.033	1	141	0.00709	11	10197	0.00108	2
ERR1897175	NSW	679.5393373	694.9152542	6.522431309	0.978812313	0.983984375	441	PRJEB20123	ERP022245	0	53.167	13.033	2	181	0.01105	16	10216	0.00157	2
ERR1897177	NSW	512.5641762	539.375	6.431349117	0.979210956	0.988157505	358	PRJEB20123	ERP022245	0	53.167	13.033	1	155	0.00645	7	10194	0.00069	0
ERR1897182	NSW	1633.018635	1779.923077	6.364884198	0.921703599	0.95812033	842	PRJEB20123	ERP022245	0	53.167	13.033	4	233	0.01717	69	10138	0.00681	2
ERR1897193	NSW	651.5385032	711	6.182772855	0.964001112	0.984457478	408	PRJEB20123	ERP022245	0	53.167	13.033	2	160	0.0125	11	10194	0.00108	2
ERR1897195	NSW	555.6685293	552.6333333	6.109519297	0.957302035	0.987491449	392	PRJEB20123	ERP022245	0	53.167	13.033	2	165	0.01212	14	10218	0.00137	2
ERR1897203	NSW	2045.168056	1995.37069	7.050004406	0.970878828	0.946577795	1053	PRJEB20123	ERP022245	0	53.167	13.033	0	273	0	0	10062	0	0
ERR1897204	NSW	555.3469238	556.1568627	6.037167513	0.96366389	0.986920449	356	PRJEB20123	ERP022245	0	53.167	13.033	1	146	0.00685	2	10220	2e-04	0
ERR1897217	NSW	1537.522945	1621.521552	7.232086667	0.981807869	0.960101266	829	PRJEB20123	ERP022245	0	53.167	13.033	1	245	0.00408	12	10107	0.00119	2
ERR1897220	NSW	687.7849491	743.7232143	6.011196268	0.944548461	0.982911825	458	PRJEB20123	ERP022245	0	53.167	13.033	0	173	0	0	10199	0	0
ERR1897223	NSW	1330.205811	1420.86747	6.887566851	0.977280966	0.967389182	697	PRJEB20123	ERP022245	0	53.167	13.033	2	228	0.00877	22	10080	0.00218	2
ERR1897229	NSW	787.218642	827.6701031	6.204954179	0.948855811	0.98014661	546	PRJEB20123	ERP022245	0	53.167	13.033	9	216	0.04167	155	10173	0.01524	4
ERR1897256	NSW	1480.60784	1504.50365	6.961320585	0.973985475	0.960813345	866	PRJEB20123	ERP022245	0	53.167	13.033	3	268	0.01119	108	10144	0.01065	4
ERR1897264	NSW	1085.579711	1089.645669	6.265572147	0.960209427	0.970975193	675	PRJEB20123	ERP022245	0	53.167	13.033	0	216	0	0	10148	0	0
ERR1897266	NSW	1728.808919	1655.145604	7.908630237	0.989554997	0.955178501	1035	PRJEB20123	ERP022245	0	53.167	13.033	6	320	0.01875	136	10133	0.01342	4
ERR1897283	NSW	505.3030833	540.1071429	5.505962451	0.943154282	0.987765489	329	PRJEB20123	ERP022245	0	53.167	13.033	0	122	0	0	10202	0	0
ERR1897292	NSW	1820.157064	2044.982759	7.453645223	0.986298571	0.952308627	935	PRJEB20123	ERP022245	0	53.167	13.033	7	276	0.02536	297	10097	0.02941	4
ERR1897293	NSW	704.221656	732.0333333	6.222897262	0.952816544	0.983307302	459	PRJEB20123	ERP022245	0	53.167	13.033	1	191	0.00524	6	10210	0.00059	0
ERR1897300	NSW	1287.869907	1282.955446	7.108933429	0.98315122	0.968129827	721	PRJEB20123	ERP022245	0	53.167	13.033	3	245	0.01224	62	10099	0.00614	2
ERR1897303	NSW	1699.366317	1693.136691	6.11620933	0.939079016	0.955639172	882	PRJEB20123	ERP022245	0	53.167	13.033	3	230	0.01304	38	10149	0.00374	2
ERR1897311	NSW	1407.008505	1457.968966	6.408768103	0.955287224	0.961914159	872	PRJEB20123	ERP022245	0	53.167	13.033	8	277	0.02888	63	10126	0.00622	2
ERR1897333	NSW	576.073785	611.7931034	5.545875689	0.940917438	0.985809356	386	PRJEB20123	ERP022245	0	53.167	13.033	0	142	0	0	10175	0	0
ERR1897340	NSW	855.5277158	897.6901408	6.293345386	0.96778524	0.978783731	524	PRJEB20123	ERP022245	0	53.1	13.033	1	195	0.00513	13	10157	0.00128	2
ERR1897345	NSW	687.7114478	748.9824561	5.936904344	0.951798863	0.983194919	438	PRJEB20123	ERP022245	0	53.167	13.033	1	166	0.00602	9	10186	0.00088	0
ERR1897348	NSW	1668.747006	1708.402913	6.865797844	0.977422302	0.958968347	803	PRJEB20123	ERP022245	0	53.167	13.033	2	238	0.0084	47	10037	0.00468	2
ERR1897351	NSW	740.7479285	810.3529412	6.428218588	0.962379754	0.982226194	570	PRJEB20123	ERP022245	0	53.1	13.033	3	237	0.01266	35	10185	0.00344	2
ERR1897356	NSW	1138.604269	1268.439024	6.6667035	0.973882587	0.971397466	649	PRJEB20123	ERP022245	0	53.167	13.033	5	223	0.02242	47	10129	0.00464	2
ERR1897362	NSW	895.7771316	918.1653226	6.943103747	0.955101747	0.980614052	736	PRJEB20123	ERP022245	0	53.167	13.033	3	344	0.00872	25	10169	0.00246	2
ERR1897364	NSW	667.7166692	692.7604167	6.488061534	0.979403803	0.98483811	403	PRJEB20123	ERP022245	0	53.1	13.033	1	149	0.00671	8	10193	0.00078	0
ERR1897365	NSW	1978.443525	2028.333333	7.745651428	0.985073967	0.949689869	1057	PRJEB20123	ERP022245	0	53.1	13.033	11	322	0.03416	247	10085	0.02449	4
ERR1897367	NSW	920.4728592	971.5578947	6.08989913	0.952706014	0.976031825	596	PRJEB20123	ERP022245	0	53.167	13.033	1	196	0.0051	16	10141	0.00158	2
ERR1897390	NSW	1378.977025	1617.289474	7.066230214	0.982079642	0.965611567	720	PRJEB20123	ERP022245	0	53.167	13.033	1	227	0.00441	12	10090	0.00119	2
ERR1897398	NSW	1500.908975	1475.236842	5.871976897	0.928234893	0.960194079	803	PRJEB20123	ERP022245	0	53.1	13.033	4	203	0.0197	49	10122	0.00484	2
ERR1897403	NSW	612.4659129	630.2580645	6.507140599	0.978156176	0.985430723	428	PRJEB20123	ERP022245	0	53.1	13.033	3	176	0.01705	20	10174	0.00197	2
ERR1897411	NSW	564.0221787	602.0273973	5.90118689	0.956898895	0.984818262	437	PRJEB20123	ERP022245	0	53.1	13.033	2	172	0.01163	15	10199	0.00147	2
ERR1897419	NSW	851.1100738	913.3894231	6.618791701	0.966870628	0.979944675	666	PRJEB20123	ERP022245	0	53.1	13.033	1	276	0.00362	11	10200	0.00108	2
ERR1897420	NSW	612.4807468	694.4083333	6.140288996	0.951249761	0.986261532	490	PRJEB20123	ERP022245	0	53.1	13.033	1	226	0.00442	9	10188	0.00088	0
ERR1897451	NSW	795.0992528	732.112069	5.692462488	0.952797286	0.981595693	401	PRJEB20123	ERP022245	0	53.1	13.033	0	99	0	0	10168	0	0
ERR1897464	NSW	1467.623102	1578.178218	6.703219203	0.971874428	0.961542245	778	PRJEB20123	ERP022245	0	53.1	13.033	2	202	0.0099	10	10050	0.001	2
ERR1897487	NSW	1888.181691	1869.900862	6.066625981	0.949052647	0.948916909	828	PRJEB20123	ERP022245	0	53.1	13.033	1	170	0.00588	13	10028	0.0013	2
ERR1897488	NSW	1211.420223	1077.326667	4.849415932	0.92268957	0.97172488	497	PRJEB20123	ERP022245	0	53.1	13.033	0	99	0	0	10138	0	0
ERR1897495	NSW	1968.933747	1940.711111	6.539394758	0.958931827	0.945855483	1061	PRJEB20123	ERP022245	0	53.1	13.033	1	259	0.00386	2	10063	2e-04	0
ERR1897503	NSW	920.373729	992.4690265	6.160439501	0.949704403	0.974463206	673	PRJEB20123	ERP022245	0	53.1	13.033	3	249	0.01205	23	10140	0.00227	2
ERR1897504	NSW	1012.834967	1096.5	6.076213715	0.949918033	0.970947187	589	PRJEB20123	ERP022245	0	53.1	13.033	2	186	0.01075	94	10189	0.00923	2
ERR1897506	NSW	881.0359005	944.2207207	6.449288073	0.952168303	0.974665892	675	PRJEB20123	ERP022245	0	53.1	13.033	6	276	0.02174	91	10164	0.00895	2
ERR1897512	NSW	1250.313357	1253.503401	6.823678725	0.952339089	0.967211471	811	PRJEB20123	ERP022245	0	53.1	13.033	2	256	0.00781	40	10103	0.00396	2
ERR1897524	NSW	1245.756881	1251.020548	5.741734377	0.94749095	0.969592938	570	PRJEB20123	ERP022245	0	53.1	13.033	0	123	0	0	10117	0	0
ERR1897525	NSW	1375.780298	1267.6	5.262581826	0.9380145	0.967691095	551	PRJEB20123	ERP022245	0	53.1	13.033	0	104	0	0	10127	0	0
ERR1897531	NSW	1244.835185	1273.682432	5.384217148	0.947950693	0.968609427	553	PRJEB20123	ERP022245	0	53.1	13.033	0	94	0	0	10098	0	0
ERR1897543	NSW	1820.728514	1633.634615	5.699547449	0.945249271	0.954603392	793	PRJEB20123	ERP022245	0	53.1	13.033	0	138	0	0	10033	0	0
ERR1897550	NSW	1153.635927	1252.1875	5.940338811	0.937799352	0.969241559	648	PRJEB20123	ERP022245	0	53.1	13.033	3	186	0.01613	43	10148	0.00424	2
ERR1897565	NSW	793.7682252	847.3965517	5.988903805	0.93921199	0.979918864	603	PRJEB20123	ERP022245	0	53.1	13.033	2	220	0.00909	14	10135	0.00138	2
ERR1897572	NSW	1804.402972	1799.265625	5.471612151	0.924555995	0.951743956	832	PRJEB20123	ERP022245	0	53.1	13.033	0	142	0	0	10000	0	0
ERR1897584	NSW	1802.386741	1743.063492	6.3664793	0.962745854	0.954182678	841	PRJEB20123	ERP022245	0	53.1	13.033	1	172	0.00581	16	10082	0.00159	2
ERR1897590	NSW	793.3447762	831.4950495	6.67315987	0.970038437	0.981803797	624	PRJEB20123	ERP022245	0	53.1	13.033	3	244	0.0123	21	10172	0.00206	2
ERR1897598	NSW	1135.392373	1181.012658	6.530603351	0.959636987	0.970300937	835	PRJEB20123	ERP022245	0	53.1	13.033	4	301	0.01329	39	10113	0.00386	2
ERR1897600	NSW	1545.802566	1570.806202	6.779756923	0.960626988	0.959559917	846	PRJEB20123	ERP022245	0	53.1	13.033	0	227	0	0	10122	0	0
ERR1897608	NSW	1317.474387	1320.423841	7.130755895	0.980127705	0.964694082	831	PRJEB20123	ERP022245	0	53.1	13.033	3	245	0.01224	20	10088	0.00198	2
ERR1897618	NSW	1308.709837	1250.786408	6.289394518	0.967363293	0.966448931	668	PRJEB20123	ERP022245	0	53.1	13.033	0	171	0	0	10095	0	0
ERR1897622	NSW	989.5010071	1029.67094	6.8508424	0.967606093	0.97367317	696	PRJEB20123	ERP022245	0	53.1	13.033	2	259	0.00772	18	10144	0.00177	2
ERR1897627	NSW	2227.197928	2130.954819	5.961395428	0.941016917	0.942156863	1022	PRJEB20123	ERP022245	0	53.1	13.033	0	190	0	0	10055	0	0
ERR1897628	NSW	1183.620592	1223.972973	6.26061986	0.968854589	0.963142219	557	PRJEB20123	ERP022245	0	53.1	13.033	0	135	0	0	10149	0	0
ERR1897663	NSW	1145.337711	1157.666667	6.722614281	0.974782802	0.968569326	675	PRJEB20123	ERP022245	0	53.1	13.033	3	202	0.01485	109	10156	0.01073	4
ERR1897664	NSW	1806.546429	1969.12	6.622661248	0.967529654	0.954627585	839	PRJEB20123	ERP022245	0	53.1	13.033	3	218	0.01376	50	10110	0.00495	2
ERR1897679	NSW	1869.669321	1956.281481	7.276702165	0.980814165	0.951307926	988	PRJEB20123	ERP022245	0	53.1	13.033	1	252	0.00397	19	10088	0.00188	2
ERR1897680	NSW	985.1598902	1065.542254	5.490038979	0.92756934	0.974426808	561	PRJEB20123	ERP022245	0	53.1	13.033	1	157	0.00637	9	10182	0.00088	0
ERR1897692	NSW	1038.790705	1073.163636	7.967035142	0.984568002	0.979130096	865	PRJEB20123	ERP022245	0	53.517	12.7	0	318	0	0	10192	0	0
ERR1897697	NSW	1054.677259	1073.328829	7.443060532	0.984430976	0.974679832	748	PRJEB20123	ERP022245	0	53.517	12.7	1	209	0.00478	18	10153	0.00177	2
ERR1897700	NSW	1371.833336	1425.055921	7.805848646	0.986724781	0.965192666	960	PRJEB20123	ERP022245	0	53.1	13.033	12	233	0.0515	452	10098	0.04476	7
ERR1897735	NSW	1745.325112	1718.936	5.82285128	0.946858007	0.954452155	790	PRJEB20123	ERP022245	0	53.1	13.033	1	150	0.00667	7	10127	0.00069	0
ERR1897751	NSW	945.2713433	989.2190476	7.283257556	0.982713755	0.977801788	708	PRJEB20123	ERP022245	0	53.517	12.7	2	206	0.00971	24	10110	0.00237	2
ERR1897766	NSW	949.0178461	968.9689922	7.223864869	0.979400786	0.978333993	750	PRJEB20123	ERP022245	0	53.1	13.033	1	290	0.00345	13	10169	0.00128	2
ERR1981012	SLW	340.2522392	461.5652174	4.790733101	0.869222279	0.99263201	248	PRJEB20869	ERP023059	0	-77.717	162.367	0	141	0	0	9978	0	0
ERR1981023	SLW	484.8068946	495.0119048	5.272951363	0.953266453	0.988476954	262	PRJEB20869	ERP023059	0	-77.717	162.367	0	104	0	0	10156	0	0
ERR1981025	SLW	572.3787162	606	4.991050189	0.929340297	0.985950331	303	PRJEB20869	ERP023059	0	-77.717	162.367	0	98	0	0	10151	0	0
ERR1981027	SLW	404.4877502	489.9090909	4.634152766	0.90113853	0.989876716	252	PRJEB20869	ERP023059	0	-77.717	162.367	0	100	0	0	10177	0	0
ERR2012671	NSW	1338.464054	1386.889474	5.637377006	0.9305421	0.965883394	647	PRJEB21441	ERP023684	0	46.35	-119.94	3	169	0.01775	22	10200	0.00216	2
ERR2012704	NSW	1512.737931	1634.22449	5.453940414	0.932666825	0.96346712	632	PRJEB21441	ERP023684	0	46.35	-119.94	0	132	0	0	10005	0	0
ERR2012755	NSW	1560.568703	1659.136364	6.885602946	0.979211116	0.960461447	781	PRJEB21441	ERP023684	0	46.35	-119.94	2	213	0.00939	7	10195	0.00069	0
ERR2012756	NSW	2191.878859	2136.056338	7.289013069	0.984363171	0.946276911	982	PRJEB21441	ERP023684	0	46.35	-119.94	6	244	0.02459	65	10174	0.00639	2
ERR2012850	NSS	4193.901305	3977.438806	8.223879685	0.981012805	0.8838131	1906	PRJEB21441	ERP023684	0	-27.73	-55.68	24	391	0.06138	1385	10013	0.13832	13
