Samples	EnvirTypes	ace	chao1	shannon	simpson	goods_coverage	observed_otus	BioProject	SRA_Study	Depth	Lat	Long	OTUhits	OTUs	percentOTUs	Readshit	Reads	percentReads	percentSize
ERR1653491	MS	5436.063772	5274.48	9.587109207	0.994746949	0.856626271	2554	PRJEB15461	ERP017221	0	50.338	-4.148	10	296	0.03378	248	9954	0.02491	4
ERR1653493	MS	5495.172589	5317.779859	9.726490156	0.994935709	0.853487009	2653	PRJEB15461	ERP017221	0	50.338	-4.148	7	286	0.02448	201	9988	0.02012	4
ERR1653495	MS	4936.583519	4991.091973	9.203238867	0.993831777	0.874560031	2190	PRJEB15461	ERP017221	0	50.338	-4.148	8	297	0.02694	106	9993	0.01061	4
ERR1653499	MS	5373.029773	5068.25974	9.641968639	0.99190545	0.854881266	2663	PRJEB15461	ERP017221	0	50.338	-4.148	9	274	0.03285	264	9931	0.02658	4
ERR1653503	MS	4933.493757	4825.67942	9.630192067	0.995903247	0.867412615	2420	PRJEB15461	ERP017221	0	50.338	-4.148	10	275	0.03636	268	9916	0.02703	4
ERR1653504	MS	5173.291935	5245.678763	9.637273066	0.995182595	0.860733294	2509	PRJEB15461	ERP017221	0	50.338	-4.148	9	251	0.03586	231	9999	0.0231	4
ERR1653506	MS	5753.843802	5337.26581	9.918691582	0.995515132	0.844171176	2820	PRJEB15461	ERP017221	0	50.338	-4.148	4	265	0.01509	148	9912	0.01493	4
ERR1653507	MS	5445.849877	5220.275229	9.648377879	0.995198146	0.854078934	2622	PRJEB15461	ERP017221	0	50.338	-4.148	6	283	0.0212	103	9847	0.01046	4
ERR1653508	MS	5860.618883	5544.785124	9.88087761	0.99542759	0.843315717	2829	PRJEB15461	ERP017221	0	50.338	-4.148	5	287	0.01742	254	9949	0.02553	4
ERR1653509	MS	4604.572779	4225.493902	9.041407061	0.990043888	0.876637341	2268	PRJEB15461	ERP017221	0	50.338	-4.148	9	228	0.03947	229	9938	0.02304	4
ERR1653510	MS	4640.712579	4585.1983	9.263031617	0.993491964	0.87566034	2270	PRJEB15461	ERP017221	0	50.338	-4.148	12	250	0.048	407	9955	0.04088	7
ERR1653512	MS	6338.598225	5890.75	9.885891333	0.993993254	0.832419734	2933	PRJEB15461	ERP017221	0	50.338	-4.148	5	257	0.01946	156	9802	0.01592	4
ERR1653545	MS	5984.883139	5864.59901	9.728336862	0.995035595	0.84498094	2710	PRJEB15461	ERP017221	0	50.338	-4.148	8	289	0.02768	308	10012	0.03076	7
ERR1653546	MS	6845.636424	6490.70318	10.21993782	0.99573737	0.814217268	3251	PRJEB15461	ERP017221	0	50.338	-4.148	9	283	0.0318	333	9777	0.03406	7
ERR1653550	MS	6364.558157	6269.383669	9.829618458	0.994314446	0.831279343	2898	PRJEB15461	ERP017221	0	50.338	-4.148	4	275	0.01455	160	9940	0.0161	4
ERR1653552	MS	5026.041294	4610.883777	9.426511051	0.994441231	0.868830026	2401	PRJEB15461	ERP017221	12	50.338	-4.148	7	258	0.02713	136	10002	0.0136	4
ERR1653554	MS	4865.356022	4632.406977	9.283940432	0.990430413	0.87165462	2360	PRJEB15461	ERP017221	18	50.338	-4.148	6	254	0.02362	202	10001	0.0202	4
ERR1653559	MS	6699.77446	6105.895413	9.990513128	0.992965086	0.823437347	3074	PRJEB15461	ERP017221	0	50.338	-4.148	7	281	0.02491	204	9908	0.02059	4
ERR1653565	MS	6066.235921	5777.962406	10.15600929	0.996021787	0.83374131	3038	PRJEB15461	ERP017221	18	50.338	-4.148	4	309	0.01294	142	9899	0.01434	4
ERR1653566	MS	6641.400991	6418.082515	9.922087876	0.991340323	0.821470473	3102	PRJEB15461	ERP017221	21	50.338	-4.148	6	281	0.02135	369	9922	0.03719	7
ERR1653570	MS	6243.955094	5890.465613	10.0682141	0.99515899	0.829874706	3055	PRJEB15461	ERP017221	0	50.338	-4.148	5	311	0.01608	293	9870	0.02969	4
ERR1653571	MS	6300.555544	5836.440147	10.15833947	0.99654422	0.831656082	3038	PRJEB15461	ERP017221	1	50.338	-4.148	8	304	0.02632	364	9970	0.03651	7
ERR1653580	MS	6897.148659	6463.681452	10.07722571	0.996255866	0.821243776	3068	PRJEB15461	ERP017221	0	50.338	-4.148	10	265	0.03774	371	9950	0.03729	7
ERR1653583	MS	6530.331506	5932.003311	10.32416703	0.996918576	0.823460411	3213	PRJEB15461	ERP017221	12	50.338	-4.148	8	318	0.02516	305	9914	0.03076	7
ERR1653590	MS	6013.237263	5803.521111	9.824034099	0.994354039	0.840524411	2814	PRJEB15461	ERP017221	0	50.338	-4.148	3	256	0.01172	120	9927	0.01209	4
ERR1653591	MS	5718.014675	5458.389021	9.557037027	0.992516237	0.850847126	2626	PRJEB15461	ERP017221	3	50.338	-4.148	2	266	0.00752	174	9810	0.01774	4
ERR1653592	MS	5185.637234	4891.960836	9.382291748	0.99364097	0.865465583	2405	PRJEB15461	ERP017221	6	50.338	-4.148	4	247	0.01619	159	9973	0.01594	4
ERR1653594	MS	7452.436642	7058.328067	10.41145572	0.997190915	0.805338287	3342	PRJEB15461	ERP017221	10	50.338	-4.148	3	306	0.0098	147	9771	0.01504	4
ERR1653595	MS	5445.451289	5133.146845	9.830409064	0.996979948	0.858271557	2571	PRJEB15461	ERP017221	0	50.338	-4.148	4	308	0.01299	259	10079	0.0257	4
ERR1653597	MS	5882.471803	5624.058608	10.17683801	0.995934929	0.83734586	3048	PRJEB15461	ERP017221	10	50.338	-4.148	5	316	0.01582	226	9880	0.02287	4
ERR1653599	MS	6462.586185	6080.5	10.07391131	0.997112652	0.831200547	2948	PRJEB15461	ERP017221	10	50.338	-4.148	8	287	0.02787	391	10017	0.03903	7
ERR1653601	MS	6829.819003	6593.197543	10.47232508	0.998209483	0.817054112	3240	PRJEB15461	ERP017221	10	50.338	-4.148	4	262	0.01527	283	10016	0.02825	4
ERR1653602	MS	5927.650474	5612.620985	10.11894346	0.997104549	0.843945313	2849	PRJEB15461	ERP017221	0	50.338	-4.148	8	276	0.02899	227	9958	0.0228	4
ERR1653603	MS	7076.914995	6637.67432	10.42614781	0.996693765	0.809029478	3367	PRJEB15461	ERP017221	0	50.338	-4.148	2	238	0.0084	132	9786	0.01349	4
ERR1653604	MS	5238.266052	5322.233092	10.07629981	0.997219389	0.856919774	2711	PRJEB15461	ERP017221	0	50.338	-4.148	10	294	0.03401	394	10036	0.03926	7
ERR1653606	MS	7127.629547	6629.9566	10.36815489	0.997098009	0.812591508	3268	PRJEB15461	ERP017221	10	50.338	-4.148	3	258	0.01163	180	9909	0.01817	4
ERR1653611	MS	6616.495885	6261.671458	10.14443028	0.997382785	0.826938136	3004	PRJEB15461	ERP017221	10	50.338	-4.148	4	265	0.01509	176	10010	0.01758	4
ERR1653615	MS	6809.954144	6492.960039	10.29461727	0.99661039	0.820207153	3157	PRJEB15461	ERP017221	10	50.338	-4.148	12	289	0.04152	369	9938	0.03713	7
ERR1653616	MS	5473.655894	5193.204176	10.00793468	0.997553201	0.855818944	2657	PRJEB15461	ERP017221	0	50.338	-4.148	10	338	0.02959	391	10110	0.03867	7
ERR1653621	MS	6481.834579	6119.696252	10.20378598	0.99737136	0.828323248	3036	PRJEB15461	ERP017221	10	50.338	-4.148	14	295	0.04746	347	9941	0.03491	7
ERR1653622	MS	7861.492992	7319.25801	10.61332002	0.997888116	0.794249951	3529	PRJEB15461	ERP017221	10	50.338	-4.148	5	306	0.01634	243	9791	0.02482	4
ERR1653623	MS	7452.136976	7009.958801	10.36233144	0.997573979	0.805933614	3289	PRJEB15461	ERP017221	10	50.338	-4.148	3	276	0.01087	148	9886	0.01497	4
ERR1653624	MS	6556.032759	5933.151838	9.947458562	0.993978212	0.830356271	2988	PRJEB15461	ERP017221	10	50.338	-4.148	4	242	0.01653	142	9980	0.01423	4
ERR1653625	MS	7581.779286	6924.611993	10.50451414	0.998069692	0.804804218	3358	PRJEB15461	ERP017221	0	50.338	-4.148	6	263	0.02281	263	9917	0.02652	4
ERR1653626	MS	7546.98484	7195.012903	10.77206403	0.998349851	0.795778777	3610	PRJEB15461	ERP017221	0	50.338	-4.148	8	363	0.02204	359	9734	0.03688	7
ERR1653627	MS	7764.087416	7509.612546	10.64582493	0.99841533	0.796486091	3474	PRJEB15461	ERP017221	0	50.338	-4.148	4	289	0.01384	316	9976	0.03168	7
ERR1653628	MS	7959.90739	7325.259631	10.70409504	0.998434619	0.793221332	3547	PRJEB15461	ERP017221	0	50.338	-4.148	5	293	0.01706	277	10013	0.02766	4
ERR1653631	MS	6153.347619	6017.347222	10.41730372	0.99692986	0.826563571	3253	PRJEB15461	ERP017221	10	50.338	-4.148	3	329	0.00912	141	9861	0.0143	4
ERR1653634	MS	6427.851092	6121.401031	9.857923872	0.990709743	0.829897411	2966	PRJEB15461	ERP017221	10	50.338	-4.148	8	281	0.02847	236	9864	0.02393	4
ERR1653635	MS	7168.013984	6721.597606	10.33259822	0.996156204	0.811553123	3273	PRJEB15461	ERP017221	10	50.338	-4.148	8	295	0.02712	285	9897	0.0288	4
ERR1653636	MS	7295.090694	6819.401089	10.37636077	0.997165446	0.808919684	3304	PRJEB15461	ERP017221	10	50.338	-4.148	13	260	0.05	402	9936	0.04046	7
ERR1653637	MS	5773.079135	5525.152807	10.14017312	0.997419678	0.844648797	2858	PRJEB15461	ERP017221	10	50.338	-4.148	17	342	0.04971	430	10031	0.04287	7
ERR1653638	MS	6018.631829	5622.517078	10.16426936	0.996809264	0.838207962	2968	PRJEB15461	ERP017221	10	50.338	-4.148	9	285	0.03158	432	9938	0.04347	7
ERR1653640	MS	7821.620723	7497.382813	10.60382708	0.99795149	0.792665037	3531	PRJEB15461	ERP017221	10	50.338	-4.148	5	292	0.01712	295	9774	0.03018	7
ERR1653641	MS	6060.435301	5736.811245	10.04809447	0.996548808	0.837366513	2912	PRJEB15461	ERP017221	10	50.338	-4.148	7	320	0.02187	233	9932	0.02346	4
ERR1653642	MS	7614.577938	7007.356506	10.43515893	0.997901135	0.80296962	3338	PRJEB15461	ERP017221	0	50.338	-4.148	5	296	0.01689	323	9889	0.03266	7
ERR1653643	MS	7438.497959	7442.967161	10.4311253	0.998126104	0.807252468	3255	PRJEB15461	ERP017221	0	50.338	-4.148	7	283	0.02473	365	9952	0.03668	7
ERR1653644	MS	7721.005846	7466.490619	10.57581187	0.997850185	0.798566801	3420	PRJEB15461	ERP017221	10	50.338	-4.148	5	306	0.01634	233	9740	0.02392	4
ERR1653645	MS	5789.125743	5531.094433	10.14764836	0.997019022	0.843072113	2920	PRJEB15461	ERP017221	10	50.338	-4.148	11	300	0.03667	357	9995	0.03572	7
ERR1653646	MS	5527.947406	5268.344048	9.966261523	0.997502683	0.855288837	2631	PRJEB15461	ERP017221	10	50.338	-4.148	10	287	0.03484	415	10076	0.04119	7
ERR1653647	MS	6856.367851	6306.854927	10.3364646	0.997824236	0.819479757	3161	PRJEB15461	ERP017221	0	50.338	-4.148	4	295	0.01356	325	9969	0.0326	7
ERR1653648	MS	7107.415335	6726.473425	10.37650964	0.998036797	0.815650645	3181	PRJEB15461	ERP017221	0	50.338	-4.148	4	250	0.016	386	9984	0.03866	7
ERR1653649	MS	6429.538441	5980.462193	10.17017544	0.99690264	0.828937085	3046	PRJEB15461	ERP017221	0	50.338	-4.148	5	288	0.01736	270	9935	0.02718	4
ERR1653650	MS	6780.217134	6572.186275	10.20810892	0.99768056	0.824712083	3024	PRJEB15461	ERP017221	0	50.338	-4.148	9	247	0.03644	427	10048	0.0425	7
ERR1653653	MS	5604.33809	5484.80394	10.22163795	0.996224064	0.841160221	3015	PRJEB15461	ERP017221	10	50.338	-4.148	6	337	0.0178	289	9811	0.02946	4
ERR1653656	MS	7222.210786	6653.361874	10.64334358	0.998354885	0.806003937	3436	PRJEB15461	ERP017221	10	50.338	-4.148	5	317	0.01577	191	9871	0.01935	4
ERR1653657	MS	7150.158909	6830.627273	10.35506095	0.99792601	0.815263004	3182	PRJEB15461	ERP017221	0	50.338	-4.148	6	271	0.02214	362	10019	0.03613	7
ERR1653658	MS	6717.282029	6258.72268	10.17199831	0.997626606	0.826765509	2993	PRJEB15461	ERP017221	0	50.338	-4.148	6	259	0.02317	341	10006	0.03408	7
ERR1653664	MS	6022.585453	5769.767021	10.17476481	0.997501226	0.840769306	2895	PRJEB15461	ERP017221	10	50.338	-4.148	17	278	0.06115	584	10024	0.05826	7
ERR1653665	MS	8036.237534	7502.347267	10.67690675	0.997939988	0.787298486	3641	PRJEB15461	ERP017221	10	50.338	-4.148	4	281	0.01423	307	9745	0.0315	7
ERR1653666	MS	6067.320961	6078.762791	10.09985907	0.997170686	0.839175862	2881	PRJEB15461	ERP017221	10	50.338	-4.148	14	261	0.05364	479	10032	0.04775	7
ERR1653667	MS	5909.687159	5582.890722	10.14047671	0.997408373	0.843112369	2873	PRJEB15461	ERP017221	10	50.338	-4.148	16	277	0.05776	553	10017	0.05521	7
ERR1653668	MS	7328.263749	7065.491892	10.53887372	0.998141504	0.804481848	3382	PRJEB15461	ERP017221	10	50.338	-4.148	7	280	0.025	351	9778	0.0359	7
ERR1653669	MS	7072.480406	6699.721172	10.40219156	0.997876402	0.813835496	3245	PRJEB15461	ERP017221	0	50.338	-4.148	9	259	0.03475	521	9956	0.05233	7
ERR1653670	MS	6062.327267	5840.552511	10.06455734	0.997599304	0.841184519	2808	PRJEB15461	ERP017221	0	50.338	-4.148	8	258	0.03101	448	10054	0.04456	7
ERR1653671	MS	7578.968736	7216.63035	10.46877677	0.99817276	0.805273438	3298	PRJEB15461	ERP017221	0	50.338	-4.148	4	279	0.01434	378	9978	0.03788	7
ERR1653675	MS	6600.149939	6434.944954	10.36450044	0.997115971	0.818484108	3253	PRJEB15461	ERP017221	10	50.338	-4.148	2	242	0.00826	250	9828	0.02544	4
ERR1653677	MS	6538.27746	6053.285714	10.13650098	0.995346342	0.825327085	3100	PRJEB15461	ERP017221	0	50.338	-4.148	1	231	0.00433	158	10003	0.0158	4
ERR1742287	NSS	4005.907425	4043.114094	9.236765252	0.994601808	0.894261006	2010	PRJEB18097	ERP020021	0	50.866	-121.748	5	431	0.0116	85	10177	0.00835	2
ERR1742294	NSS	3010.076918	3091.944444	8.936779009	0.994049969	0.918958743	1712	PRJEB18097	ERP020021	0	50.867	-121.736	3	479	0.00626	40	10192	0.00392	2
ERR1742300	SW	1167.390459	1233.473404	6.9355677	0.975464172	0.970099668	711	PRJEB18098	ERP020022	NA	78.712	-104.878	1	165	0.00606	12	10165	0.00118	2
ERR1742322	SW	1127.950043	1209.224719	7.083268	0.980726565	0.971568149	709	PRJEB18098	ERP020022	NA	78.712	-104.878	1	177	0.00565	23	10198	0.00226	2
ERR1742326	SW	1181.983596	1271.448276	6.442227019	0.947566987	0.969981422	700	PRJEB18098	ERP020022	NA	78.712	-104.878	1	166	0.00602	17	10186	0.00167	2
ERR1742350	SW	1134.722446	1228.302326	7.073359171	0.979013838	0.971353148	701	PRJEB18098	ERP020022	NA	78.712	-104.878	2	166	0.01205	40	10176	0.00393	2
ERR1742396	SW	1227.207396	1272.07619	7.16488717	0.97991425	0.968820252	756	PRJEB18098	ERP020022	NA	78.712	-104.878	1	196	0.0051	16	10194	0.00157	2
ERR1742398	NSS	6643.719637	6224.854639	10.18469909	0.997429019	0.828409313	2991	PRJEB18099	ERP020023	0	43.64	-80.41	12	367	0.0327	748	10158	0.07364	10
ERR1753782	NSW	1653.953121	1609.192771	5.569105057	0.931632016	0.953671759	859	PRJEB18567	ERP020508	0	-77.435	162.189	5	187	0.02674	36	10209	0.00353	2
ERR1753818	NSW	493.6285348	556.2560976	5.212262049	0.926207302	0.98805646	311	PRJEB18567	ERP020508	0	-77.435	162.189	1	97	0.01031	30	10225	0.00293	2
ERR1753833	NSW	1652.235021	1668.205	6.244864641	0.967489468	0.960259689	710	PRJEB18567	ERP020508	0	-77.316	161.405	3	173	0.01734	9	10202	0.00088	0
ERR1753857	NSW	1438.798081	1595.395349	6.943767235	0.982309667	0.963185946	722	PRJEB18568	ERP020510	0	55.873	-4.284	3	215	0.01395	34	10106	0.00336	2
ERR1753921	NSW	1714.685083	1647.389423	6.633036844	0.972587765	0.958739758	777	PRJEB18568	ERP020510	0	55.905	-3.204	1	201	0.00498	5	10128	0.00049	0
ERR1753922	NSW	2517.275228	2429.306452	6.447598798	0.959966828	0.942311459	948	PRJEB18568	ERP020510	0	55.905	-3.204	4	211	0.01896	40	10077	0.00397	2
ERR1759870	NSS	2892.538	2856.903846	8.577451442	0.989777705	0.922083046	1625	PRJEB18643	ERP020590	0	29.69	-81.994	5	343	0.01458	119	10214	0.01165	4
ERR1801481	SW	2853.748629	2731.512821	8.280372876	0.975978187	0.920336661	1779	PRJEB18599	ERP020541	NA	-4.96666	119.28333	4	182	0.02198	178	9926	0.01793	4
ERR1801482	SW	3056.71758	2828.563604	7.574779131	0.973421192	0.917830972	1571	PRJEB18599	ERP020541	NA	-4.96666	119.28333	3	146	0.02055	101	9997	0.0101	4
ERR1801483	SW	3168.456099	3225.001623	8.297086179	0.98364175	0.909933646	1834	PRJEB18599	ERP020541	NA	-4.96666	119.28333	3	131	0.0229	250	9799	0.02551	4
ERR1801484	SW	2539.402153	2468.963203	7.195344351	0.967669242	0.929841704	1348	PRJEB18599	ERP020541	NA	-4.96666	119.28333	0	127	0	0	9882	0	0
ERR1801485	SW	3007.866782	2814.691589	7.826514445	0.971841604	0.916935721	1681	PRJEB18599	ERP020541	NA	-4.96666	119.28333	1	113	0.00885	65	9817	0.00662	2
ERR1801486	SW	1822.261446	1749.207273	7.577805405	0.978083958	0.950567737	1273	PRJEB18599	ERP020541	NA	-4.96666	119.28333	4	209	0.01914	146	9982	0.01463	4
ERR1801488	SW	2427.917409	2307.032558	6.860416117	0.960832557	0.934029472	1236	PRJEB18599	ERP020541	NA	-4.96666	119.28333	3	104	0.02885	129	10076	0.0128	4
ERR1801490	SW	2838.119421	2663.747232	7.816589415	0.976992295	0.923242398	1517	PRJEB18599	ERP020541	NA	-4.96666	119.28333	2	172	0.01163	156	9974	0.01564	4
ERR1801491	SW	1302.024948	1223.515625	6.086691981	0.961544969	0.965571052	733	PRJEB18599	ERP020541	NA	-4.96666	119.28333	1	101	0.0099	39	10059	0.00388	2
ERR1801493	SW	2671.450146	2586.508897	7.654726344	0.97567783	0.924953463	1533	PRJEB18599	ERP020541	NA	-4.96666	119.28333	1	160	0.00625	144	10013	0.01438	4
ERR1801494	SW	2545.257985	2483.630631	6.996646215	0.965194999	0.93006856	1324	PRJEB18599	ERP020541	NA	-4.96666	119.28333	1	116	0.00862	71	9964	0.00713	2
ERR1801495	SW	1308.812565	1216.990506	6.17556125	0.955521237	0.964599181	800	PRJEB18599	ERP020541	NA	-4.96666	119.28333	2	104	0.01923	92	10170	0.00905	2
ERR1801496	SW	2258.037229	2154.882353	6.597605094	0.96430941	0.942698165	1023	PRJEB18599	ERP020541	NA	-4.96666	119.28333	1	87	0.01149	50	9973	0.00501	2
ERR1801497	SW	2442.659388	2366.734597	6.890852269	0.960428055	0.933652531	1267	PRJEB18599	ERP020541	NA	-5.05	119.31666	1	149	0.00671	16	10049	0.00159	2
ERR1801498	SW	2193.832554	2143.903846	6.660307931	0.961082589	0.940682107	1122	PRJEB18599	ERP020541	NA	-5.05	119.31666	0	99	0	0	10047	0	0
ERR1801499	SW	2626.137974	2577.745868	7.442783235	0.971937628	0.927435872	1430	PRJEB18599	ERP020541	NA	-5.05	119.31666	4	151	0.02649	120	10027	0.01197	4
ERR1801500	SW	2408.101048	2388.64794	8.583608615	0.989707745	0.935323383	1561	PRJEB18599	ERP020541	NA	-5.05	119.31666	2	250	0.008	133	10022	0.01327	4
ERR1801501	SW	2781.04595	2721.740088	7.298571275	0.972002188	0.924646169	1409	PRJEB18599	ERP020541	NA	-5.05	119.31666	0	136	0	0	10004	0	0
ERR1801502	SW	2994.80008	2818.053571	7.921376869	0.950081209	0.917293968	1753	PRJEB18599	ERP020541	NA	-5.05	119.31666	3	171	0.01754	133	9914	0.01342	4
ERR1801504	SW	3094.060978	3041.25	8.936145776	0.992614569	0.914551022	1809	PRJEB18599	ERP020541	NA	-5.05	119.31666	3	207	0.01449	194	9971	0.01946	4
ERR1801505	SW	3125.211183	2896.987226	7.527133135	0.971490789	0.916315532	1560	PRJEB18599	ERP020541	NA	-5.05	119.31666	0	132	0	0	9916	0	0
ERR1801506	SW	2714.262279	2657.805755	7.52574299	0.972267338	0.922926448	1536	PRJEB18599	ERP020541	NA	-5.05	119.31666	1	124	0.00806	112	9981	0.01122	4
ERR1801507	SW	3076.797568	2844.224638	6.660800042	0.915162118	0.916731745	1521	PRJEB18599	ERP020541	NA	-5.05	119.31666	2	85	0.02353	173	9744	0.01775	4
ERR1801508	SW	3109.250783	2939.110345	7.354927793	0.965809745	0.914422326	1608	PRJEB18599	ERP020541	NA	-5.05	119.31666	1	104	0.00962	82	9858	0.00832	2
ERR1801509	SW	3132.150226	3032.888235	8.434744944	0.984866033	0.912568306	1844	PRJEB18599	ERP020541	NA	-5.05	119.31666	4	170	0.02353	163	9885	0.01649	4
ERR1801511	SW	2557.178108	2398.668651	7.421796489	0.96770013	0.930432237	1390	PRJEB18599	ERP020541	NA	-5.05	119.31666	1	118	0.00847	94	9910	0.00949	2
ERR1801516	SW	2521.304271	2382.727823	7.013840648	0.952276166	0.931620592	1391	PRJEB18599	ERP020541	NA	-5.133333	119.38333	4	156	0.02564	70	10033	0.00698	2
ERR1801518	SW	3085.849299	2971.921687	7.487937797	0.927246165	0.912731913	1773	PRJEB18599	ERP020541	NA	-5.133333	119.38333	2	167	0.01198	122	9795	0.01246	4
ERR1801521	SW	2567.975682	2433.681818	7.617246929	0.978368129	0.929179302	1476	PRJEB18599	ERP020541	NA	-5.133333	119.38333	0	180	0	0	10023	0	0
ERR1801531	SW	2025.095456	2024.502674	6.952538749	0.93020003	0.945071113	1185	PRJEB18599	ERP020541	NA	-4.96666	119.28333	2	179	0.01117	61	10103	0.00604	2
ERR1801536	SW	3274.4016	3036.24	8.600920588	0.99147925	0.913060505	1719	PRJEB18599	ERP020541	NA	-5.133333	119.38333	3	178	0.01685	128	9878	0.01296	4
ERR1844383	NSS	2794.003089	2955.929185	8.93754165	0.994086705	0.924791914	1600	PRJEB19496	ERP021541	0	4.1865	114.017	8	488	0.01639	101	9988	0.01011	4
ERR1844401	NSS	2934.146324	2890.653595	9.018653091	0.994966685	0.919845437	1721	PRJEB19496	ERP021541	0	4.1865	114.017	18	478	0.03766	248	9986	0.02483	4
ERR1844408	NSS	1681.512254	1800.493827	7.987996884	0.98786458	0.955337691	1095	PRJEB19496	ERP021541	0	4.1865	114.017	9	383	0.0235	113	10051	0.01124	4
ERR1844410	NSS	2803.425257	2936.604255	8.177909996	0.983231192	0.922247729	1545	PRJEB19496	ERP021541	0	4.1865	114.017	7	374	0.01872	124	9946	0.01247	4
ERR1844418	NSS	2089.133359	2214.327027	8.354372399	0.991912333	0.944003964	1261	PRJEB19497	ERP021542	0	2.982	102.313	7	365	0.01918	96	9999	0.0096	2
ERR1844421	NSS	2327.943668	2342.039409	8.354166437	0.991708608	0.938304615	1311	PRJEB19497	ERP021542	0	2.982	102.313	9	352	0.02557	99	10011	0.00989	2
ERR1844432	NSS	4780.378477	4683.505165	9.913014832	0.994589276	0.864111498	2668	PRJEB19497	ERP021542	0	2.982	102.313	43	603	0.07131	529	9888	0.0535	7
ERR1844434	NSS	6993.868557	6595.966994	10.94372119	0.998702947	0.801667659	3669	PRJEB19497	ERP021542	0	2.982	102.313	83	720	0.11528	1048	9784	0.10711	13
ERR1844438	NSS	2466.851688	2450.650901	8.193329364	0.98926446	0.93351828	1358	PRJEB19497	ERP021542	0	2.982	102.313	9	342	0.02632	120	9992	0.01201	4
ERR1844451	NSS	4279.636798	4298.901292	10.35436324	0.997275504	0.876781473	2789	PRJEB19498	ERP021543	0	13.26267	-86.236204	110	830	0.13253	1183	9983	0.1185	13
ERR1844453	NSS	3992.991743	3979.601578	10.0892027	0.995884836	0.885791098	2601	PRJEB19498	ERP021543	0	13.26267	-86.236204	99	801	0.1236	1263	9931	0.12718	13
ERR1844454	NSS	5241.443323	4929.958469	10.3813885	0.997019434	0.850722629	3016	PRJEB19498	ERP021543	0	13.26267	-86.236204	84	722	0.11634	1181	9975	0.1184	13
ERR1844457	NSS	5601.809445	5535.604	9.947991539	0.987316583	0.840607401	2935	PRJEB19498	ERP021543	0	13.26267	-86.236204	73	601	0.12146	1092	9767	0.11181	13
ERR1844462	NSS	5557.749765	5276.380626	9.84077583	0.991218784	0.846077752	2853	PRJEB19498	ERP021543	0	13.26267	-86.236204	50	575	0.08696	1123	9945	0.11292	13
ERR1844467	NSS	5236.155987	4943.378182	9.913221747	0.991821072	0.852123859	2848	PRJEB19498	ERP021543	0	13.26267	-86.236204	74	600	0.12333	1319	9910	0.1331	13
ERR1844479	NSS	6045.587653	5747.557621	9.901856671	0.988727592	0.833167924	3028	PRJEB19498	ERP021543	0	13.26267	-86.236204	57	595	0.0958	1113	9840	0.11311	13
ERR1844483	NSS	5102.419378	4805.112037	9.682790835	0.990601482	0.855967486	2761	PRJEB19498	ERP021543	0	13.26267	-86.236204	77	603	0.12769	1258	9948	0.12646	13
ERR1844490	NSS	4785.025659	4470.963068	9.536822555	0.984368207	0.86505259	2651	PRJEB19498	ERP021543	0	13.26267	-86.236204	81	602	0.13455	1151	9931	0.1159	13
ERR1844491	NSS	5110.354742	5017.763261	9.883549224	0.989671076	0.854864276	2827	PRJEB19498	ERP021543	0	13.26267	-86.236204	85	616	0.13799	1353	9934	0.1362	13
ERR1844497	NSS	5344.60809	5092.393822	9.858779339	0.991344375	0.851423488	2835	PRJEB19498	ERP021543	0	13.26267	-86.236204	68	606	0.11221	1129	9971	0.11323	13
ERR1844498	NSS	5796.383791	5424	10.29838626	0.997158093	0.83658561	3020	PRJEB19498	ERP021543	0	13.26267	-86.236204	64	600	0.10667	1241	9819	0.12639	13
ERR1844503	NSS	5648.150096	5314.746812	9.873954382	0.991503903	0.841901932	2913	PRJEB19498	ERP021543	0	13.26267	-86.236204	63	555	0.11351	1313	9901	0.13261	13
ERR1844702	NSS	5671.807095	5330.765542	10.15564927	0.995290642	0.841310824	2979	PRJEB19499	ERP021544	0	9.080329918	-79.67150005	51	579	0.08808	975	9871	0.09877	10
ERR1844703	NSS	5459.809324	5172.196941	9.926758842	0.993023552	0.848935116	2854	PRJEB19499	ERP021544	0	9.099057886	-79.86249892	82	602	0.13621	1462	9925	0.1473	13
ERR1844709	NSS	5103.71544	4889.189591	9.760245006	0.989208323	0.855035152	2819	PRJEB19499	ERP021544	0	9.325450768	-79.96192725	94	641	0.14665	1053	9971	0.10561	13
ERR1844711	NSS	5062.617426	4947.355652	9.904399529	0.986194889	0.853566461	2925	PRJEB19499	ERP021544	0	9.253103294	-79.96214191	65	652	0.09969	897	9878	0.09081	10
ERR1844712	NSS	5608.207763	5257.884106	9.850342754	0.983009153	0.837382801	3036	PRJEB19499	ERP021544	0	9.253074555	-79.95304496	60	637	0.09419	878	9806	0.08954	10
ERR1844714	NSS	4952.287436	4710.406796	9.848121718	0.992264146	0.860863537	2721	PRJEB19499	ERP021544	0	9.152961446	-79.75312772	56	600	0.09333	838	9923	0.08445	10
ERR1844720	NSS	4573.779988	4404.598361	10.16956021	0.99630195	0.870126005	2747	PRJEB19499	ERP021544	0	9.17132473	-79.83497105	89	670	0.13284	1376	9926	0.13863	13
ERR1844722	NSS	5537.518921	5232.114213	10.2813619	0.996552474	0.841906653	3030	PRJEB19499	ERP021544	0	9.153322089	-79.86233432	79	621	0.12721	1142	9926	0.11505	13
